Weight,Date,Steps,Calories,CaloriesOut,CaloriesBMR,CaloriesActivity
167.8,2017-02-24,8918.0,3109.0,,,
169.2,2017-02-25,7860.0,3476.0,,,
169.8,2017-02-26,7010.0,3010.0,,,
170.4,2017-02-27,17255.0,2448.0,,,
169.5,2017-02-28,6709.0,3213.0,,,
171.9,2017-03-01,13115.0,2303.0,,,
170.1,2017-03-02,13624.0,1717.0,,,
169.3,2017-03-03,12228.0,2362.0,,,
170.2,2017-03-04,24119.0,2712.0,,,
168.3,2017-03-05,9370.0,2253.0,,,
170.8,2017-03-06,11808.0,2410.0,,,
171.5,2017-03-07,12315.0,2076.0,,,
170.0,2017-03-08,8980.0,2123.0,,,
169.4,2017-03-09,7616.0,2443.0,,,
169.1,2017-03-10,7043.0,2540.0,,,
169.8,2017-03-11,14031.0,2822.0,,,
170.5,2017-03-12,10670.0,1646.0,,,
170.2,2017-03-13,6224.0,1756.0,,,
168.6,2017-03-14,11236.0,1892.0,,,
168.0,2017-03-15,5057.0,1971.0,,,
168.3,2017-03-16,14029.0,1672.0,,,
168.8,2017-03-17,6193.0,1912.0,,,
166.4,2017-03-18,14416.0,2674.0,,,
167.4,2017-03-19,6369.0,1887.0,,,
166.5,2017-03-20,6472.0,1892.0,,,
166.1,2017-03-21,11032.0,2178.0,,,
166.7,2017-03-22,16043.0,2056.0,,,
165.3,2017-03-23,7261.0,2266.0,,,
165.6,2017-03-24,14167.0,1934.0,,,
164.5,2017-03-25,14311.0,2037.0,,,
167.1,2017-03-26,5824.0,1898.0,,,
